int logctl_get(): open '/dev/hwlog_switch' fail -1, 13. Permission denied
Note: log switch off, only log_main and log_events will have logs!
--------- beginning of system
12-20 17:03:26.007  1045  1389 D NetdConnector: RCV <- {601 limit alert globalAlert lo}
12-20 17:03:26.007  1045  1071 D NetdConnector: RCV unsolicited event from native daemon, event = 601 limit alert globalAlert lo
12-20 17:03:26.012  1045  1390 D NetdConnector: SND -> {881 bandwidth gettetherstats}
12-20 17:03:26.013  1045  1389 D NetdConnector: RCV <- {200 881 Tethering stats list completed}
12-20 17:03:26.014  1045  1389 D NetdConnector: RCV <- {200 881 Tethering stats list completed}
12-20 17:03:26.024  1045  1390 D NetworkStatsFactory: read stats:
12-20 17:03:26.024  1045  1390 D NetworkStatsFactory: NetworkStats: elapsedRealtime=24688571
12-20 17:06:37.371  1045  1390 D NetworkStats: already record: [.qihoo.appstore:com.qihoo.appstore]
12-20 17:06:37.381  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.386  1045  1390 I SendBroadcastPermission: action:com.android.server.action.NETWORK_STATS_UPDATED, mPermissionType:0
12-20 17:06:37.386  1045  1390 D NetdConnector: SND -> {938 bandwidth setglobalalert 2097152}
12-20 17:06:37.387   531  1044 V CommandListener: bwctrlcmd: argc=3 bandwidth setglobalalert ...
12-20 17:06:37.387  1045  1391 V NetworkPolicy: updateNetworkEnabledLocked()
12-20 17:06:37.387  1045  1391 V NetworkPolicy: updateNotificationsLocked()
12-20 17:06:37.387  1045  1389 D NetdConnector: RCV <- {200 938 Bandwidth command succeeeded}
12-20 17:06:37.387  1045  1389 D NetdConnector: RCV <- {200 938 Bandwidth command succeeeded}
12-20 17:06:37.403  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.411  4451  4494 I LocalServer: [2017-12-20 17:06:37.411790 4451 4494] REQ:
12-20 17:06:37.411  4451  4494 I LocalServer: GET /play?id=a&u=http://www.baidu.com/aaaaa HTTP/1.1

12-20 17:06:37.411  4451  4494 I LocalServer: User-Agent: Lavf/57.25.100

12-20 17:06:37.411  4451  4494 I LocalServer: Accept: */*

12-20 17:06:37.411  4451  4494 I LocalServer: Range: bytes=0-

12-20 17:06:37.411  4451  4494 I LocalServer: Connection: close

12-20 17:06:37.411  4451  4494 I LocalServer: Host: 127.0.0.1:8123

12-20 17:06:37.411  4451  4494 I LocalServer: Icy-MetaData: 1

12-20 17:06:37.411  4451  4494 I LocalServer: 
12-20 17:06:37.411  4451  4494 I LocalServer: [2017-12-20 17:06:37.411889 4451 4494] action=/play, u=http://www.baidu.com/aaaaa, id=a
12-20 17:06:37.411  4451  4494 I LocalServer: [2017-12-20 17:06:37.411942 4451 4494] HTTPS URL: https://www.baidu.com/aaaaa
12-20 17:06:37.411  4451  4494 I LocalServer: [2017-12-20 17:06:37.411965 4451 4494] no cache_file object
12-20 17:06:37.412  4451  4494 I LocalServer: [2017-12-20 17:06:37.411985 4451 4494] on play url : http://www.baidu.com/aaaaa, range=0-15638, avail=0
12-20 17:06:37.412  4451  4494 I LocalServer: [2017-12-20 17:06:37.412009 4451 4494] MISS, non local cache available
12-20 17:06:37.412  4451  4494 I LocalServer: [2017-12-20 17:06:37.412036 4451 4494] do_accelerate, u=http://www.baidu.com/aaaaa, start=0, end=0
12-20 17:06:37.412  4451  4494 I LocalServer: [2017-12-20 17:06:37.412085 4451 4494] DNS www.baidu.com:80 HIT from_type=0, cic=2
12-20 17:06:37.413   531  4590 D DnsProxyListener: GetAddrInfoHandler addr: qos.live.360.cn {114, 917618, 10435} 106.120.160.116
12-20 17:06:37.415  1756  2506 E HwSystemManager: SimCardMethod:/getSimCardInfo: imsi is null
12-20 17:06:37.423  1756  2506 I HwSystemManager: NormalTrafficAnalysis:alert byte = 0 last alert byte = 0
12-20 17:06:37.423  1756  2506 E HwSystemManager: NormalTrafficAnalysis:alert byte = 0, so return
12-20 17:06:37.425  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.435  1756  2506 I HwSystemManager: TafficState:default sub id = 0slotIndex = 0 subscriptionId = 0
12-20 17:06:37.440  1756  2506 E HwSystemManager: LeisureTrafficSetting:result is empty
12-20 17:06:37.445  1756  2506 I HwSystemManager: NatTrafficNotifyService:delta byte = 0 no traffic delta = 0Traffic state is 301
12-20 17:06:37.447  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.452  4451  4494 I LocalServer: [2017-12-20 17:06:37.452016 4451 4494] REQ(14.215.177.39:80):
12-20 17:06:37.452  4451  4494 I LocalServer: GET /aaaaa HTTP/1.1

12-20 17:06:37.452  4451  4494 I LocalServer: User-Agent: Kevin's Http Client/1.1.0

12-20 17:06:37.452  4451  4494 I LocalServer: Host: www.baidu.com

12-20 17:06:37.452  4451  4494 I LocalServer: Accept: */*

12-20 17:06:37.452  4451  4494 I LocalServer: 

12-20 17:06:37.452  4451  4494 I LocalServer: 
12-20 17:06:37.452  1756  2506 I HwSystemManager: ExtraTrafficSetting:result is empty
12-20 17:06:37.467  4418  4427 I art     : current process_level is : -17
12-20 17:06:37.470  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.471  1756  2506 I HwSystemManager: ITrafficInfo:ITrafficInfo create 301updateBytes = 40427614
12-20 17:06:37.491  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.496  4451  4494 I LocalServer: [2017-12-20 17:06:37.496588 4451 4494] RESP(14.215.177.39:80): http://www.baidu.com/aaaaa
12-20 17:06:37.496  4451  4494 I LocalServer: HTTP/1.1 302 Found

12-20 17:06:37.496  4451  4494 I LocalServer: Date: Wed, 20 Dec 2017 09:06:38 GMT

12-20 17:06:37.496  4451  4494 I LocalServer: Server: Apache

12-20 17:06:37.496  4451  4494 I LocalServer: Location: http://www.baidu.com/search/error.html

12-20 17:06:37.496  4451  4494 I LocalServer: Cache-Control: max-age=86400

12-20 17:06:37.496  4451  4494 I LocalServer: Expires: Thu, 21 Dec 2017 09:06:38 GMT

12-20 17:06:37.496  4451  4494 I LocalServer: Content-Length: 222

12-20 17:06:37.496  4451  4494 I LocalServer: Connection: Keep-Alive

12-20 17:06:37.496  4451  4494 I LocalServer: Content-Type: text/html; charset=iso-8859-1

12-20 17:06:37.496  4451  4494 I LocalServer: 
12-20 17:06:37.496  4451  4494 I LocalServer: [2017-12-20 17:06:37.496715 4451 4494] WARN: jni/../xserver/http_download.cpp:177 redirect !!!, do report
12-20 17:06:37.496  4451  4494 I LocalServer: [2017-12-20 17:06:37.496813 4451 4494] DNS qos.live.360.cn:80 HIT from_type=0, cic=1
12-20 17:06:37.497  4451  4494 I LocalServer: [2017-12-20 17:06:37.497895 4451 4494] redirected to http://www.baidu.com/search/error.html
12-20 17:06:37.498  4451  4494 I LocalServer: [2017-12-20 17:06:37.498016 4451 4494] DNS www.baidu.com:80 HIT from_type=0, cic=2
12-20 17:06:37.501  4451  4494 I LocalServer: [2017-12-20 17:06:37.501238 4451 4494] REQ(106.120.160.116:80):
12-20 17:06:37.501  4451  4494 I LocalServer: GET /vc.gif?app=demo&bt=1513760786918&ty=ls302&mid=1a0f39241d9564ffa92cf1213183c90b&dcc=0&dip=14.215.177.39:80&rs=0&re=0&err=302&dt=0&ct=39&rt=44&wt=0&rsp=2147483647&u=http://www.baidu.com/aaaaa&pro=non&sdkver=1.0.3.8&hops=0&ru=http://www.baidu.com/search/error.html HTTP/1.1

12-20 17:06:37.501  4451  4494 I LocalServer: User-Agent: Kevin's Http Client/1.1.0

12-20 17:06:37.501  4451  4494 I LocalServer: Host: qos.live.360.cn

12-20 17:06:37.501  4451  4494 I LocalServer: Accept: */*

12-20 17:06:37.501  4451  4494 I LocalServer: 

12-20 17:06:37.501  4451  4494 I LocalServer: 
12-20 17:06:37.505  4451  4494 I LocalServer: [2017-12-20 17:06:37.505886 4451 4494] RESP(106.120.160.116:80): http://qos.live.360.cn/vc.gif?app=demo&bt=1513760786918&ty=ls302&mid=1a0f39241d9564ffa92cf1213183c90b&dcc=0&dip=14.215.177.39:80&rs=0&re=0&err=302&dt=0&ct=39&rt=44&wt=0&rsp=2147483647&u=http://www.baidu.com/aaaaa&pro=non&sdkver=1.0.3.8&hops=0&ru=http://www.baidu.com/search/error.html
12-20 17:06:37.505  4451  4494 I LocalServer: HTTP/1.1 200 OK

12-20 17:06:37.505  4451  4494 I LocalServer: Server: nginx/1.6.3

12-20 17:06:37.505  4451  4494 I LocalServer: Date: Wed, 20 Dec 2017 09:06:38 GMT

12-20 17:06:37.505  4451  4494 I LocalServer: Content-Type: image/gif

12-20 17:06:37.505  4451  4494 I LocalServer: Content-Length: 43

12-20 17:06:37.505  4451  4494 I LocalServer: Last-Modified: Mon, 28 Sep 1970 06:00:00 GMT

12-20 17:06:37.505  4451  4494 I LocalServer: Connection: close

12-20 17:06:37.505  4451  4494 I LocalServer: Access-Control-Allow-Credentials: true

12-20 17:06:37.505  4451  4494 I LocalServer: 
12-20 17:06:37.513  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.535  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.553  4451  4494 I LocalServer: [2017-12-20 17:06:37.553835 4451 4494] REQ(14.215.177.39:80):
12-20 17:06:37.553  4451  4494 I LocalServer: GET /search/error.html HTTP/1.1

12-20 17:06:37.553  4451  4494 I LocalServer: User-Agent: Kevin's Http Client/1.1.0

12-20 17:06:37.553  4451  4494 I LocalServer: Host: www.baidu.com

12-20 17:06:37.553  4451  4494 I LocalServer: Accept: */*

12-20 17:06:37.553  4451  4494 I LocalServer: 

12-20 17:06:37.553  4451  4494 I LocalServer: 
12-20 17:06:37.557  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.579  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.596  4451  4494 I LocalServer: [2017-12-20 17:06:37.596394 4451 4494] RESP(14.215.177.39:80): http://www.baidu.com/search/error.html
12-20 17:06:37.596  4451  4494 I LocalServer: HTTP/1.1 200 OK

12-20 17:06:37.596  4451  4494 I LocalServer: Date: Wed, 20 Dec 2017 09:06:38 GMT

12-20 17:06:37.596  4451  4494 I LocalServer: Server: Apache

12-20 17:06:37.596  4451  4494 I LocalServer: P3P: CP=" OTI DSP COR IVA OUR IND COM "

12-20 17:06:37.596  4451  4494 I LocalServer: Set-Cookie: BAIDUID=3268D6C3F4E00FDEE6D1222C64F4AF8E:FG=1; expires=Thu, 20-Dec-18 09:06:38 GMT; max-age=31536000; path=/; domain=.baidu.com; version=1

12-20 17:06:37.596  4451  4494 I LocalServer: Last-Modified: Fri, 08 Sep 2017 08:30:40 GMT

12-20 17:06:37.596  4451  4494 I LocalServer: ETag: "3d16-558a9645bac00"

12-20 17:06:37.596  4451  4494 I LocalServer: Accept-Ranges: bytes

12-20 17:06:37.596  4451  4494 I LocalServer: Content-Length: 15638

12-20 17:06:37.596  4451  4494 I LocalServer: Cache-Control: max-age=86400

12-20 17:06:37.596  4451  4494 I LocalServer: Expires: Thu, 21 Dec 2017 09:06:38 GMT

12-20 17:06:37.596  4451  4494 I LocalServer: Vary: Accept-Encoding,User-Agent

12-20 17:06:37.596  4451  4494 I LocalServer: Connection: Keep-Alive

12-20 17:06:37.596  4451  4494 I LocalServer: Content-Type: text/html

12-20 17:06:37.596  4451  4494 I LocalServer: 
12-20 17:06:37.596  4451  4494 I LocalServer: [2017-12-20 17:06:37.596519 4451 4494] on_response, content_type=text/html, size=15638
12-20 17:06:37.596  4451  4494 I LocalServer: [2017-12-20 17:06:37.596551 4451 4494] no video content-type: text/html
12-20 17:06:37.596  4451  4494 I LocalServer: [2017-12-20 17:06:37.596590 4451 4494] RESP 
12-20 17:06:37.596  4451  4494 I LocalServer: HTTP/1.1 206 Partial Content

12-20 17:06:37.596  4451  4494 I LocalServer: Server: kevin's server

12-20 17:06:37.596  4451  4494 I LocalServer: Content-Range: bytes 0-15637/15638

12-20 17:06:37.596  4451  4494 I LocalServer: Content-Length: 15638

12-20 17:06:37.596  4451  4494 I LocalServer: Content-Type: text/html

12-20 17:06:37.596  4451  4494 I LocalServer: Accept-Ranges: bytes

12-20 17:06:37.596  4451  4494 I LocalServer: Cache-Control: no-cache

12-20 17:06:37.596  4451  4494 I LocalServer: Connection: close

12-20 17:06:37.596  4451  4494 I LocalServer: 

12-20 17:06:37.596  4451  4494 I LocalServer: 
12-20 17:06:37.596  4451  4494 I LocalServer: [2017-12-20 17:06:37.596789 4451 4494] on_server_data: offset=0, len=916
12-20 17:06:37.596  4451  4494 I LocalServer: [2017-12-20 17:06:37.596839 4451 4494] box type=CTYP
12-20 17:06:37.597  4451  4494 I LocalServer: [2017-12-20 17:06:37.597020 4451 4494] on_server_data: offset=916, len=2720
12-20 17:06:37.597  4451  4494 I LocalServer: [2017-12-20 17:06:37.597165 4451 4494] on_server_data: offset=3636, len=2720
12-20 17:06:37.598  4451  4494 I LocalServer: [2017-12-20 17:06:37.598809 4451 4494] on_server_data: offset=6356, len=2720
12-20 17:06:37.599  4451  4494 I LocalServer: [2017-12-20 17:06:37.599120 4451 4494] on_server_data: offset=9076, len=1360
12-20 17:06:37.599  4451  4494 I LocalServer: [2017-12-20 17:06:37.599302 4451 4494] on_server_data: offset=10436, len=2720
12-20 17:06:37.600  4451  4494 I LocalServer: [2017-12-20 17:06:37.600596 4451 4494] on_server_data: offset=13156, len=2482
12-20 17:06:37.600  4451  4494 I LocalServer: [2017-12-20 17:06:37.600707 4451 4494] serve done, _serving_end=15638, _serving_pos=15638, filesize=15638
12-20 17:06:37.600  4451  4494 I LocalServer: [2017-12-20 17:06:37.600897 4451 4494] http consumer detach, u=http://www.baidu.com/aaaaa, start=0, end=15638, pos=15638
12-20 17:06:37.601  4451  4494 I LocalServer: [2017-12-20 17:06:37.601054 4451 4494] on_response, content_type=(null), size=15638
12-20 17:06:37.601  4451  4494 I LocalServer: [2017-12-20 17:06:37.601088 4451 4494] http download detach, code=200, u=http://www.baidu.com/aaaaa, start=0, end=0
12-20 17:06:37.601  4451  4494 I LocalServer: [2017-12-20 17:06:37.601120 4451 4494] CDN STATS: server=14.215.177.39:80(0), SCDN=non, from_type=0, cic=2, rsp_time=2147483647, code=200, atv_close=0, time(dns/con/resp/wait/total)=0/55/42/2/189(ms), speed(fst100K,avg)=0/82(KB/s), hops=1, ver=1.0.3.8, rcvb=15638, range=0-0, can_https=0, vr=0, ssl_load=1, fs=0
12-20 17:06:37.603  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.612  4418  4427 I art     : current process_level is : -17
12-20 17:06:37.624  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.646  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.655  4451  4569 E LiveCloudPlayer.java: [onPlayerMsg:1291] JPLAYER_MSG_ERROR_FILENOTOPEN handle=-702808064 command=-931 para1=-1094995529 para2=-1094995529 user=0
12-20 17:06:37.655  4451  4569 E PlayerActivity.java: [onError:406] onError what: 206 extra: -1094995529 rid: a url: http://www.baidu.com/aaaaa
12-20 17:06:37.659   531  4591 D DnsProxyListener: GetAddrInfoHandler addr: qos.live.360.cn {114, 917618, 10435} 106.120.160.116
12-20 17:06:37.669  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.676  1045  1055 I art     : HeapGrow concurrent mark sweep GC freed 84792(4MB) AllocSpace objects, 20(388KB) LOS objects, 5% free, 72MB/76MB, paused 1.829ms total 194.422ms at HeapTaskDaemon thread CareAboutPauseTimes 1
12-20 17:06:37.689  4451  4497 D mali_winsys: new_window_surface returns 0x3000
12-20 17:06:37.689   380  2135 I gralloc : Alloc req: dev=0x7f94102540, w=908, h=166, format=0x1, usage=0xb00
12-20 17:06:37.690   380  2135 I gralloc : Alloc handle(0x7f8d792300): interfmt=0x1, stride=960, size=647168
12-20 17:06:37.690   380  2135 I gralloc : Alloc req: dev=0x7f94102540, w=908, h=166, format=0x1, usage=0xb00
12-20 17:06:37.691   380  2135 I gralloc : Alloc handle(0x7f8dc36b00): interfmt=0x1, stride=960, size=647168
12-20 17:06:37.691   380  2135 I gralloc : Alloc req: dev=0x7f94102540, w=908, h=166, format=0x1, usage=0xb00
12-20 17:06:37.691   380  2135 I gralloc : Alloc handle(0x7f8dc36a00): interfmt=0x1, stride=960, size=647168
12-20 17:06:37.692  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-702808064
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699562 4451 4494] delay start the task[0dd0c6c9e7f431dec7e91f7008c1996b] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699668 4451 4494] delay start the task[f8289948f13a254e843c921ae8d7fead] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699692 4451 4494] delay start the task[6cfbb81bda6151bf6a11d1ad30c9c328] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699715 4451 4494] delay start the task[d4e363be539ea5217109354594e98d09] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699736 4451 4494] delay start the task[7e96da2bc39c6742100eb9254aea8f41] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699757 4451 4494] delay start the task[aa32dd70c14450fcf3ba1425e1cf2d41] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699777 4451 4494] delay start the task[c2fa8daf62cb09855a4bbc4c6600717a] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699798 4451 4494] delay start the task[47ce552664dbae5eb494bee38635198a] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699819 4451 4494] delay start the task[6be511c21b084d46caf6eb53997034e2] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699840 4451 4494] delay start the task[01361f9eb169d28c4f6e54aea63178f8] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699861 4451 4494] delay start the task[a58c85bf11bbd659bb3fce8ac82f25b0] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699894 4451 4494] delay start the task[b35b94a410f7a266f7680d8a0a883201] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699917 4451 4494] delay start the task[24a96be7014b97317e8b76e59a69933a] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699940 4451 4494] delay start the task[c0126abe5c4ebcdb0e9be45a7fb49ae9] url[]
12-20 17:06:37.699  4451  4494 I LocalServer: [2017-12-20 17:06:37.699962 4451 4494] delay start the task[61bb95e6754f163f0a94c3abf8fb5d83] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.699985 4451 4494] delay start the task[455a6846fb13c5271672a6a47ed3c1d9] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700006 4451 4494] delay start the task[6d4e61e5c94f336c77f24847ed75e061] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700027 4451 4494] delay start the task[2a8efbf452d2b1f2c37345decf4cee20] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700049 4451 4494] delay start the task[5e95f50b8c1627b7f6e3543c21dce4d1] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700070 4451 4494] delay start the task[5c627a8ece782db79fecf1eac2268f53] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700091 4451 4494] delay start the task[e983e28f5bffa421d9e5d939e27b3994] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700112 4451 4494] delay start the task[5b55eb3434b1deaa1c9501770b96ed06] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700133 4451 4494] delay start the task[8ca9918975f5a2d28416da2bcc01b1ae] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700154 4451 4494] delay start the task[7f5cb13f986d9c374742c2548df15ff6] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700175 4451 4494] delay start the task[8f085af12eab0e88c3cd13ff5e3e0888] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700196 4451 4494] delay start the task[b2315e76a78ec241dc61bf5b2673f77b] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700217 4451 4494] delay start the task[64ba3ffae78f70a6e03eb706873e5a8c] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700238 4451 4494] delay start the task[022603d12d4ef2859887b8cbf1d618a2] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700260 4451 4494] delay start the task[c033e8bd51d30270e6768cdadbf4fbff] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700280 4451 4494] delay start the task[9a846442ab84cf65ec08a77929e92d3b] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700302 4451 4494] delay start the task[1668ce62023ad00deef4cc7e33f4ef39] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700323 4451 4494] delay start the task[a64d7ddaf9342c97af9851d5d54f6eba] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700343 4451 4494] delay start the task[0218eddf5adc2edf0b499bb870281918] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700366 4451 4494] delay start the task[50437334719aacc952277f23eff14b61] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700388 4451 4494] delay start the task[a895392754c562b235c30a4d3e18dcf5] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700409 4451 4494] delay start the task[ac93503240f5ee5b2aebe28c28ac4b6d] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700430 4451 4494] delay start the task[73b0fb1e0336e9a102e67356a7489da4] url[]
12-20 17:06:37.700  4451  4494 I LocalServer: [2017-12-20 17:06:37.700453 4451 4494] delay start the task[58a7b62d8ee2bd577ee708d2c7dac17e] url[]
